D:\yeokc\Desktop\Academic Content\IMG\center_2021_04_08_17_15_59_271.jpg,D:\yeokc\Desktop\Academic Content\IMG\left_2021_04_08_17_15_59_271.jpg,D:\yeokc\Desktop\Academic Content\IMG\right_2021_04_08_17_15_59_271.jpg,-0.6500001,1,0,19.76763
D:\yeokc\Desktop\Academic Content\IMG\center_2021_04_08_17_15_59_340.jpg,D:\yeokc\Desktop\Academic Content\IMG\left_2021_04_08_17_15_59_340.jpg,D:\yeokc\Desktop\Academic Content\IMG\right_2021_04_08_17_15_59_340.jpg,-0.8000001,1,0,20.33037
D:\yeokc\Desktop\Academic Content\IMG\center_2021_04_08_17_15_59_411.jpg,D:\yeokc\Desktop\Academic Content\IMG\left_2021_04_08_17_15_59_411.jpg,D:\yeokc\Desktop\Academic Content\IMG\right_2021_04_08_17_15_59_411.jpg,-1,1,0,20.86825
D:\yeokc\Desktop\Academic Content\IMG\center_2021_04_08_17_15_59_491.jpg,D:\yeokc\Desktop\Academic Content\IMG\left_2021_04_08_17_15_59_491.jpg,D:\yeokc\Desktop\Academic Content\IMG\right_2021_04_08_17_15_59_491.jpg,0,1,0,21.48078
D:\yeokc\Desktop\Academic Content\IMG\center_2021_04_08_17_15_59_562.jpg,D:\yeokc\Desktop\Academic Content\IMG\left_2021_04_08_17_15_59_562.jpg,D:\yeokc\Desktop\Academic Content\IMG\right_2021_04_08_17_15_59_562.jpg,0,1,0,21.99904
D:\yeokc\Desktop\Academic Content\IMG\center_2021_04_08_17_15_59_631.jpg,D:\yeokc\Desktop\Academic Content\IMG\left_2021_04_08_17_15_59_631.jpg,D:\yeokc\Desktop\Academic Content\IMG\right_2021_04_08_17_15_59_631.jpg,0,1,0,22.75579
D:\yeokc\Desktop\Academic Content\IMG\center_2021_04_08_17_15_59_706.jpg,D:\yeokc\Desktop\Academic Content\IMG\left_2021_04_08_17_15_59_706.jpg,D:\yeokc\Desktop\Academic Content\IMG\right_2021_04_08_17_15_59_706.jpg,0,1,0,23.53477
D:\yeokc\Desktop\Academic Content\IMG\center_2021_04_08_17_15_59_777.jpg,D:\yeokc\Desktop\Academic Content\IMG\left_2021_04_08_17_15_59_777.jpg,D:\yeokc\Desktop\Academic Content\IMG\right_2021_04_08_17_15_59_777.jpg,0,1,0,24.11892
D:\yeokc\Desktop\Academic Content\IMG\center_2021_04_08_17_15_59_850.jpg,D:\yeokc\Desktop\Academic Content\IMG\left_2021_04_08_17_15_59_850.jpg,D:\yeokc\Desktop\Academic Content\IMG\right_2021_04_08_17_15_59_850.jpg,0,1,0,24.89172
D:\yeokc\Desktop\Academic Content\IMG\center_2021_04_08_17_15_59_919.jpg,D:\yeokc\Desktop\Academic Content\IMG\left_2021_04_08_17_15_59_919.jpg,D:\yeokc\Desktop\Academic Content\IMG\right_2021_04_08_17_15_59_919.jpg,0,1,0,25.46755
D:\yeokc\Desktop\Academic Content\IMG\center_2021_04_08_17_15_59_995.jpg,D:\yeokc\Desktop\Academic Content\IMG\left_2021_04_08_17_15_59_995.jpg,D:\yeokc\Desktop\Academic Content\IMG\right_2021_04_08_17_15_59_995.jpg,0,1,0,26.22872
D:\yeokc\Desktop\Academic Content\IMG\center_2021_04_08_17_16_00_071.jpg,D:\yeokc\Desktop\Academic Content\IMG\left_2021_04_08_17_16_00_071.jpg,D:\yeokc\Desktop\Academic Content\IMG\right_2021_04_08_17_16_00_071.jpg,0,1,0,26.98411
D:\yeokc\Desktop\Academic Content\IMG\center_2021_04_08_17_16_00_143.jpg,D:\yeokc\Desktop\Academic Content\IMG\left_2021_04_08_17_16_00_143.jpg,D:\yeokc\Desktop\Academic Content\IMG\right_2021_04_08_17_16_00_143.jpg,0,1,0,27.54704
D:\yeokc\Desktop\Academic Content\IMG\center_2021_04_08_17_16_00_210.jpg,D:\yeokc\Desktop\Academic Content\IMG\left_2021_04_08_17_16_00_210.jpg,D:\yeokc\Desktop\Academic Content\IMG\right_2021_04_08_17_16_00_210.jpg,0,1,0,28.29128
D:\yeokc\Desktop\Academic Content\IMG\center_2021_04_08_17_16_00_285.jpg,D:\yeokc\Desktop\Academic Content\IMG\left_2021_04_08_17_16_00_285.jpg,D:\yeokc\Desktop\Academic Content\IMG\right_2021_04_08_17_16_00_285.jpg,0,1,0,28.84519
D:\yeokc\Desktop\Academic Content\IMG\center_2021_04_08_17_16_00_359.jpg,D:\yeokc\Desktop\Academic Content\IMG\left_2021_04_08_17_16_00_359.jpg,D:\yeokc\Desktop\Academic Content\IMG\right_2021_04_08_17_16_00_359.jpg,0,1,0,29.57881
D:\yeokc\Desktop\Academic Content\IMG\center_2021_04_08_17_16_00_431.jpg,D:\yeokc\Desktop\Academic Content\IMG\left_2021_04_08_17_16_00_431.jpg,D:\yeokc\Desktop\Academic Content\IMG\right_2021_04_08_17_16_00_431.jpg,0,1,0,30.18944
D:\yeokc\Desktop\Academic Content\IMG\center_2021_04_08_17_16_00_507.jpg,D:\yeokc\Desktop\Academic Content\IMG\left_2021_04_08_17_16_00_507.jpg,D:\yeokc\Desktop\Academic Content\IMG\right_2021_04_08_17_16_00_507.jpg,0,1,0,30.19005
D:\yeokc\Desktop\Academic Content\IMG\center_2021_04_08_17_16_00_576.jpg,D:\yeokc\Desktop\Academic Content\IMG\left_2021_04_08_17_16_00_576.jpg,D:\yeokc\Desktop\Academic Content\IMG\right_2021_04_08_17_16_00_576.jpg,0,1,0,30.1916
D:\yeokc\Desktop\Academic Content\IMG\center_2021_04_08_17_16_00_649.jpg,D:\yeokc\Desktop\Academic Content\IMG\left_2021_04_08_17_16_00_649.jpg,D:\yeokc\Desktop\Academic Content\IMG\right_2021_04_08_17_16_00_649.jpg,0,1,0,30.19066
D:\yeokc\Desktop\Academic Content\IMG\center_2021_04_08_17_16_00_715.jpg,D:\yeokc\Desktop\Academic Content\IMG\left_2021_04_08_17_16_00_715.jpg,D:\yeokc\Desktop\Academic Content\IMG\right_2021_04_08_17_16_00_715.jpg,0,1,0,30.19049
D:\yeokc\Desktop\Academic Content\IMG\center_2021_04_08_17_16_00_790.jpg,D:\yeokc\Desktop\Academic Content\IMG\left_2021_04_08_17_16_00_790.jpg,D:\yeokc\Desktop\Academic Content\IMG\right_2021_04_08_17_16_00_790.jpg,0,1,0,30.19044
D:\yeokc\Desktop\Academic Content\IMG\center_2021_04_08_17_16_00_861.jpg,D:\yeokc\Desktop\Academic Content\IMG\left_2021_04_08_17_16_00_861.jpg,D:\yeokc\Desktop\Academic Content\IMG\right_2021_04_08_17_16_00_861.jpg,0,1,0,30.19051
D:\yeokc\Desktop\Academic Content\IMG\center_2021_04_08_17_16_00_932.jpg,D:\yeokc\Desktop\Academic Content\IMG\left_2021_04_08_17_16_00_932.jpg,D:\yeokc\Desktop\Academic Content\IMG\right_2021_04_08_17_16_00_932.jpg,0,1,0,30.19047
D:\yeokc\Desktop\Academic Content\IMG\center_2021_04_08_17_16_01_001.jpg,D:\yeokc\Desktop\Academic Content\IMG\left_2021_04_08_17_16_01_001.jpg,D:\yeokc\Desktop\Academic Content\IMG\right_2021_04_08_17_16_01_001.jpg,0,1,0,30.18975
D:\yeokc\Desktop\Academic Content\IMG\center_2021_04_08_17_16_01_068.jpg,D:\yeokc\Desktop\Academic Content\IMG\left_2021_04_08_17_16_01_068.jpg,D:\yeokc\Desktop\Academic Content\IMG\right_2021_04_08_17_16_01_068.jpg,0,1,0,30.19024
D:\yeokc\Desktop\Academic Content\IMG\center_2021_04_08_17_16_01_141.jpg,D:\yeokc\Desktop\Academic Content\IMG\left_2021_04_08_17_16_01_141.jpg,D:\yeokc\Desktop\Academic Content\IMG\right_2021_04_08_17_16_01_141.jpg,-0.05,1,0,30.18962
D:\yeokc\Desktop\Academic Content\IMG\center_2021_04_08_17_16_01_211.jpg,D:\yeokc\Desktop\Academic Content\IMG\left_2021_04_08_17_16_01_211.jpg,D:\yeokc\Desktop\Academic Content\IMG\right_2021_04_08_17_16_01_211.jpg,-0.25,1,0,30.17325
D:\yeokc\Desktop\Academic Content\IMG\center_2021_04_08_17_16_01_285.jpg,D:\yeokc\Desktop\Academic Content\IMG\left_2021_04_08_17_16_01_285.jpg,D:\yeokc\Desktop\Academic Content\IMG\right_2021_04_08_17_16_01_285.jpg,-0.4,1,0,30.15673
D:\yeokc\Desktop\Academic Content\IMG\center_2021_04_08_17_16_01_356.jpg,D:\yeokc\Desktop\Academic Content\IMG\left_2021_04_08_17_16_01_356.jpg,D:\yeokc\Desktop\Academic Content\IMG\right_2021_04_08_17_16_01_356.jpg,-0.6000001,1,0,30.13294
